,label
2998,3
2999,0
3000,0
3001,0
3002,5
3003,6
3004,0
3005,5
3006,0
3007,4
3008,0
3009,2
3010,0
3011,0
3012,3
3013,5
3014,3
3015,1
3016,6
3017,1
3018,0
3019,5
3020,3
3021,4
3022,0
3023,3
3024,4
3025,0
3026,1
3027,6
3028,0
3029,0
3030,1
3031,4
3032,0
3033,6
3034,6
3035,5
3036,0
3037,5
3038,0
3039,0
3040,1
3041,0
3042,5
3043,1
3044,2
3045,6
3046,0
3047,0
3048,4
3049,0
3050,2
3051,3
3052,4
3053,5
3054,0
3055,4
3056,5
3057,0
3058,6
3059,3
3060,3
3061,0
3062,1
3063,0
3064,0
3065,0
3066,6
3067,6
3068,5
3069,4
3070,0
3071,0
3072,0
3073,0
3074,1
3075,5
3076,4
3077,6
3078,1
3079,3
3080,3
3081,3
3082,0
3083,1
3084,5
3085,0
3086,4
3087,2
3088,2
3089,0
3090,2
3091,0
3092,1
3093,0
3094,0
3095,1
3096,1
3097,6
3098,5
3099,5
3100,0
3101,6
3102,6
3103,0
3104,2
3105,6
3106,0
3107,0
3108,1
3109,6
3110,0
3111,3
3112,0
3113,2
3114,0
3115,4
3116,0
3117,1
3118,0
3119,1
3120,0
3121,0
3122,3
3123,1
3124,4
3125,0
3126,0
3127,5
3128,0
3129,0
3130,0
3131,3
3132,1
3133,0
3134,6
3135,0
3136,5
3137,2
3138,0
3139,6
3140,0
3141,3
3142,1
3143,5
3144,1
3145,2
3146,3
3147,0
3148,5
3149,2
3150,0
3151,0
3152,3
3153,4
3154,1
3155,6
3156,0
3157,1
3158,0
3159,1
3160,2
3161,0
3162,0
3163,0
3164,3
3165,5
3166,0
3167,0
3168,2
3169,4
3170,1
3171,0
3172,1
3173,0
3174,4
3175,5
3176,1
3177,6
3178,2
3179,6
3180,4
3181,1
3182,0
3183,0
3184,2
3185,4
3186,5
3187,5
3188,3
3189,6
3190,1
3191,0
3192,2
3193,3
3194,5
3195,0
3196,4
3197,2
3198,0
3199,0
3200,4
3201,0
3202,4
3203,3
3204,2
3205,2
3206,2
